These cols are required for the NL stats import. ,,,,,,,,,,
"=> the RNC_BSC and NCELL_RNC_BSC are optional, if they are included, their text is concatenated to the start of the cell ids",,,,,,,,,,
"=> the CELL, NCELL, LAYER, NCELL_LAYER are all required.",,,,,,,,,,
"=> the stats can be raw (in which case they will be converted to % of total atts per cell), or pre-processed (assumed to be already in the % atts of total cell atts).  Note: the atts can be mr reports or counter attempts or whatever.",,,,,,,,,,
"=> is nbr, action, nl_size_new, dist are optional, click use if you have the data => these are good to have as they will be shown in the review dialog",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
RNC_BSC,CELL,LAYER,NCELL_RNC_BSC,NCELL,NCELL_LAYER,STATS,IS_NBR,ACTION,NL_SIZE_NEW,DIST_KM
,140718_1,LTE_F1,,140717_3,LTE_F1,9429,Y,,,4.4
,140718_1,LTE_F1,,140719_2,LTE_F1,1935,Y,,,5.111
,140718_3,LTE_F1,,140717_3,LTE_F1,2113,Y,,,2.204
,140718_2,LTE_F1,,142989_3,LTE_F1,942,Y,,,5.086
,140718_2,LTE_F1,,140717_3,LTE_F1,5345,Y,,,3.606
,140718_1,LTE_F1,,140748_3,LTE_F1,1412,Y,,,4.39
,140718_1,LTE_F1,,145696_3,LTE_F1,5170,Y,,,2.669
,140718_1,LTE_F1,,149334_2,LTE_F1,7511,Y,,,9.408
,140718_1,LTE_F1,,141036_3,LTE_F1,6127,Y,,,6.087
,140718_1,LTE_F1,,140700_1,LTE_F1,4461,Y,,,0.458
,140718_3,LTE_F1,,147608_2,LTE_F1,9979,Y,,,4.457
,140718_3,LTE_F1,,140754_3,LTE_F1,2685,Y,,,4.502
,140718_2,LTE_F1,,141014_3,LTE_F1,5176,Y,,,7.544
,140718_2,LTE_F1,,140754_3,LTE_F1,9520,Y,,,6.822
,140718_2,LTE_F1,,149333_2,LTE_F1,6148,Y,,,7.37
,140718_2,LTE_F1,,140738_3,LTE_F1,2383,Y,,,0.564
,140718_1,LTE_F1,,145696_1,LTE_F1,4018,Y,,,4.986
,140718_2,LTE_F1,,143091_2,LTE_F1,3178,Y,,,7.063
,140718_1,LTE_F1,,140808_3,LTE_F1,6643,Y,,,1.967
,140718_3,LTE_F1,,141014_3,LTE_F1,9085,Y,,,5.319
,140718_1,LTE_F1,,149337_2,LTE_F1,2964,Y,,,1.11
,140718_1,LTE_F1,,140796_3,LTE_F1,8958,Y,,,3.911
,140718_2,LTE_F1,,144607_2,LTE_F1,8970,Y,,,7.302
,140718_3,LTE_F1,,140719_3,LTE_F1,29,Y,,,0.288
,140718_1,LTE_F1,,140798_2,LTE_F1,3267,Y,,,5.735
,140718_1,LTE_F1,,143091_2,LTE_F1,4753,Y,,,1.529
,140718_1,LTE_F1,,140154_3,LTE_F1,6908,Y,,,7.506
,140718_3,LTE_F1,,140154_3,LTE_F1,7208,Y,,,4.794
,140718_2,LTE_F1,,140154_3,LTE_F1,6963,Y,,,6.288
,140718_1,LTE_F1,,143842_1,LTE_F1,4034,Y,,,8.804
,140718_3,LTE_F1,,143842_1,LTE_F1,5555,Y,,,6.99
,140718_2,LTE_F1,,143842_1,LTE_F1,3216,Y,,,8.792
,140718_3,LTE_F1,,143842_2,LTE_F1,6944,Y,,,6.627
,140718_1,LTE_F1,,143842_2,LTE_F1,2318,Y,,,1.781
,140718_2,LTE_F1,,143842_2,LTE_F1,7734,Y,,,9.469
,140718_1,LTE_F1,,143842_3,LTE_F1,2209,Y,,,7.327
,140718_3,LTE_F1,,143842_3,LTE_F1,9349,Y,,,7.578
,140718_2,LTE_F1,,149334_2,LTE_F1,7120,Y,,,8.555
,140718_3,LTE_F1,,140698_3,LTE_F1,4629,Y,,,8.465
,140718_1,LTE_F1,,142989_2,LTE_F1,416,Y,,,7.293
,140718_2,LTE_F1,,140808_3,LTE_F1,2669,Y,,,8.891
,140718_1,LTE_F1,,140702_2,LTE_F1,5105,Y,,,5.404
,140718_3,LTE_F1,,140658_3,LTE_F1,2288,Y,,,5.678
,140718_2,LTE_F1,,140808_2,LTE_F1,4805,Y,,,3.158
,140718_1,LTE_F1,,144468_3,LTE_F1,4541,Y,,,6.595
,140718_3,LTE_F1,,141036_3,LTE_F1,3261,Y,,,0.15
,140718_2,LTE_F1,,140702_3,LTE_F1,9033,Y,,,3.702
,140718_3,LTE_F1,,149846_2,LTE_F1,1470,Y,,,5.745
,140718_3,LTE_F1,,147605_2,LTE_F1,7443,Y,,,2.402
,140718_3,LTE_F1,,149846_3,LTE_F1,1448,Y,,,0.811
,140718_3,LTE_F1,,147605_1,LTE_F1,7431,Y,,,0.851
,140718_3,LTE_F1,,141864_2,LTE_F1,2025,Y,,,9.236
,140718_3,LTE_F1,,145277_3,LTE_F1,3917,Y,,,8.405
,140718_3,LTE_F1,,146198_2,LTE_F1,5803,Y,,,0.713
,140718_3,LTE_F1,,147605_3,LTE_F1,5568,Y,,,4.125
,140718_3,LTE_F1,,149329_1,LTE_F1,7396,Y,,,5.858
,140718_3,LTE_F1,,149898_2,LTE_F1,2224,Y,,,0.986
,140718_3,LTE_F1,,140808_1,LTE_F1,5572,Y,,,5.075
,140718_3,LTE_F1,,149329_2,LTE_F1,3236,Y,,,9.281
,140718_3,LTE_F1,,143099_3,LTE_F1,3659,Y,,,6.622
,140718_1,LTE_F1,,141864_2,LTE_F1,6179,Y,,,7.842
,140718_1,LTE_F1,,149729_3,LTE_F1,2828,Y,,,3.588
,140718_1,LTE_F1,,149846_2,LTE_F1,7854,Y,,,5.722
,140718_1,LTE_F1,,146198_2,LTE_F1,409,Y,,,6.056
,140718_1,LTE_F1,,141864_1,LTE_F1,9991,Y,,,2.845
,140718_1,LTE_F1,,149729_2,LTE_F1,4411,Y,,,9.603
,140718_1,LTE_F1,,144260_3,LTE_F1,947,Y,,,7.459
,140718_1,LTE_F1,,146198_1,LTE_F1,1241,Y,,,9.695
,140718_1,LTE_F1,,140674_2,LTE_F1,1101,Y,,,4.75
,140718_1,LTE_F1,,145277_1,LTE_F1,9176,Y,,,7.287
,140718_1,LTE_F1,,144260_2,LTE_F1,5443,Y,,,3.526
,140718_1,LTE_F1,,145793_3,LTE_F1,8100,Y,,,8.669
,140718_1,LTE_F1,,147605_2,LTE_F1,1445,Y,,,0.404
,140718_1,LTE_F1,,141961_3,LTE_F1,344,Y,,,1.26
,140718_1,LTE_F1,,144260_1,LTE_F1,8867,Y,,,8.52
,140718_2,LTE_F1,,145277_3,LTE_F1,3388,Y,,,4.959
,140718_2,LTE_F1,,145277_1,LTE_F1,4127,Y,,,7.389
,140718_2,LTE_F1,,147605_2,LTE_F1,8545,Y,,,0.115
,140718_2,LTE_F1,,141864_2,LTE_F1,2121,Y,,,6.08
,140718_2,LTE_F1,,149846_2,LTE_F1,8788,Y,,,8.995
,140718_2,LTE_F1,,149321_3,LTE_F1,7717,Y,,,3.03
,140718_2,LTE_F1,,144260_3,LTE_F1,4428,Y,,,5.501
,140718_2,LTE_F1,,149321_1,LTE_F1,2508,Y,,,3.282
,140718_2,LTE_F1,,143099_3,LTE_F1,6130,Y,,,7.211
,140718_2,LTE_F1,,145277_2,LTE_F1,7058,Y,,,1.879
,140718_2,LTE_F1,,144260_2,LTE_F1,2176,Y,,,3.24
,140718_2,LTE_F1,,143099_1,LTE_F1,5418,Y,,,9.505
,140718_2,LTE_F1,,143099_2,LTE_F1,1870,Y,,,1.311
,140718_2,LTE_F1,,149314_1,LTE_F1,9402,Y,,,7.51
,140718_2,LTE_F1,,149314_3,LTE_F1,6549,Y,,,1.898
,140718_2,LTE_F1,,149329_1,LTE_F1,9095,Y,,,0.875
,140719_3,LTE_F1,,146175_2,LTE_F1,6262,Y,,,4.69
,140719_2,LTE_F1,,140738_1,LTE_F1,5119,Y,,,6.326
,140719_2,LTE_F1,,145285_2,LTE_F1,2036,Y,,,1.06
,140719_1,LTE_F1,,146153_2,LTE_F1,1963,Y,,,7.016
,140719_2,LTE_F1,,145696_2,LTE_F1,3453,Y,,,6.507
,140719_2,LTE_F1,,142987_3,LTE_F1,9460,Y,,,5.309
,140719_2,LTE_F1,,146175_2,LTE_F1,2050,Y,,,4.473
,140719_3,LTE_F1,,140719_2,LTE_F1,7568,Y,,,6.151
,140719_2,LTE_F1,,140719_3,LTE_F1,6310,Y,,,8.856
,140719_2,LTE_F1,,140700_1,LTE_F1,4506,Y,,,4.223
,140719_1,LTE_F1,,149334_2,LTE_F1,7558,Y,,,7.483
,140719_2,LTE_F1,,141022_2,LTE_F1,2399,Y,,,7.631
,140719_2,LTE_F1,,143091_3,LTE_F1,7780,Y,,,5.603
,140719_2,LTE_F1,,145232_2,LTE_F1,711,Y,,,1.605
,140719_2,LTE_F1,,140662_1,LTE_F1,5315,Y,,,8.855
,140719_1,LTE_F1,,141022_2,LTE_F1,2529,Y,,,1.285
,140719_1,LTE_F1,,140719_2,LTE_F1,7473,Y,,,5.278
,140719_2,LTE_F1,,140719_1,LTE_F1,5219,Y,,,1.731
,140719_1,LTE_F1,,141022_1,LTE_F1,3379,Y,,,8.66
,140719_3,LTE_F1,,140700_3,LTE_F1,1719,Y,,,3.972
,140719_3,LTE_F1,,141036_2,LTE_F1,7664,Y,,,8.385
,140719_1,LTE_F1,,144469_2,LTE_F1,6814,Y,,,6.88
,140719_1,LTE_F1,,140712_2,LTE_F1,9524,Y,,,7.152
,140719_1,LTE_F1,,140703_1,LTE_F1,1123,Y,,,9.827
,140719_2,LTE_F1,,140744_3,LTE_F1,9968,Y,,,5.779
,140719_1,LTE_F1,,146175_2,LTE_F1,8712,Y,,,5.543
,140719_3,LTE_F1,,140662_2,LTE_F1,2464,Y,,,6.915
,140719_3,LTE_F1,,145232_2,LTE_F1,6812,Y,,,7.772
,140719_1,LTE_F1,,140680_2,LTE_F1,8826,Y,,,2.311
,140719_1,LTE_F1,,145274_1,LTE_F1,2208,Y,,,0.566
,140719_2,LTE_F1,,140648_3,LTE_F1,4846,Y,,,4.524
,140719_2,LTE_F1,,141958_2,LTE_F1,2999,Y,,,6.535
,140719_2,LTE_F1,,146175_3,LTE_F1,600,Y,,,7.949
,140719_2,LTE_F1,,141022_3,LTE_F1,6867,Y,,,2.444
,140719_1,LTE_F1,,144677_1,LTE_F1,2642,Y,,,3.437
,140719_1,LTE_F1,,144605_2,LTE_F1,59,Y,,,5.877
,140719_2,LTE_F1,,140658_3,LTE_F1,3293,Y,,,9.327
,140719_2,LTE_F1,,141036_2,LTE_F1,6578,Y,,,0.206
,140719_2,LTE_F1,,145789_2,LTE_F1,2912,Y,,,6.219
,140719_2,LTE_F1,,140702_3,LTE_F1,3407,Y,,,4.932
,140719_2,LTE_F1,,149333_2,LTE_F1,1664,Y,,,6.159
,140719_2,LTE_F1,,140678_2,LTE_F1,4755,Y,,,1.063
,140719_2,LTE_F1,,140748_2,LTE_F1,307,Y,,,7.641
,140719_3,LTE_F1,,146175_3,LTE_F1,5462,Y,,,7.143
,140719_1,LTE_F1,,144684_2,LTE_F1,7248,Y,,,8.085
,140719_1,LTE_F1,,144713_2,LTE_F1,3378,Y,,,3.337
,140719_1,LTE_F1,,146152_2,LTE_F1,9799,Y,,,4.671
,140719_3,LTE_F1,,144555_2,LTE_F1,8497,Y,,,6.537
,140719_2,LTE_F1,,144555_2,LTE_F1,4546,Y,,,0.362
,140719_3,LTE_F1,,144555_1,LTE_F1,5807,Y,,,5.33
,140719_2,LTE_F1,,144555_1,LTE_F1,3413,Y,,,9.01
,140719_3,LTE_F1,,140662_1,LTE_F1,8620,Y,,,2.21
,140719_1,LTE_F1,,144470_2,LTE_F1,8003,Y,,,0.563
,140719_3,LTE_F1,,140798_2,LTE_F1,5173,Y,,,1.097
,140719_2,LTE_F1,,140798_2,LTE_F1,3764,Y,,,4.712
,140719_2,LTE_F1,,140145_2,LTE_F1,5156,Y,,,3.566
,140719_3,LTE_F1,,145285_3,LTE_F1,1744,Y,,,6.745
,140719_2,LTE_F1,,144577_2,LTE_F1,2093,Y,,,5.846
,140719_3,LTE_F1,,141036_3,LTE_F1,4786,Y,,,2.113
,140719_1,LTE_F1,,146179_2,LTE_F1,978,Y,,,9.283
,140719_1,LTE_F1,,144710_1,LTE_F1,8795,Y,,,8.848
,140719_1,LTE_F1,,140732_2,LTE_F1,1170,Y,,,5.681
,140719_3,LTE_F1,,141022_2,LTE_F1,9277,Y,,,0.818
,140719_1,LTE_F1,,140719_3,LTE_F1,4192,Y,,,5.571
,140719_3,LTE_F1,,140719_1,LTE_F1,478,Y,,,2.119
,140719_2,LTE_F1,,142987_2,LTE_F1,1453,Y,,,3.029
,140719_3,LTE_F1,,140748_2,LTE_F1,5509,Y,,,1.143
,140719_2,LTE_F1,,140681_2,LTE_F1,4185,Y,,,2.451
,140719_2,LTE_F1,,140686_2,LTE_F1,8233,Y,,,5.232
,140719_3,LTE_F1,,140718_1,LTE_F1,749,Y,,,9.135
,140719_2,LTE_F1,,140662_3,LTE_F1,4243,Y,,,9.319
,140719_3,LTE_F1,,143091_3,LTE_F1,3749,Y,,,3.493
,140719_1,LTE_F1,,146205_1,LTE_F1,6409,Y,,,2.186
,140719_2,LTE_F1,,145696_1,LTE_F1,2868,Y,,,4.265
,140719_3,LTE_F1,,149728_1,LTE_F1,1793,Y,,,0.283
,140719_2,LTE_F1,,143842_1,LTE_F1,8862,Y,,,3.828
,140719_1,LTE_F1,,140739_1,LTE_F1,9311,Y,,,2.684
,140719_1,LTE_F1,,149337_2,LTE_F1,6922,Y,,,1.861
,140719_2,LTE_F1,,141036_1,LTE_F1,440,Y,,,6.73
,140719_2,LTE_F1,,140662_2,LTE_F1,4183,Y,,,5.425
,140719_1,LTE_F1,,144577_3,LTE_F1,4097,Y,,,0.002
,140719_1,LTE_F1,,140662_1,LTE_F1,554,Y,,,1.463
,140719_2,LTE_F1,,140717_2,LTE_F1,6552,Y,,,2.122
,140719_1,LTE_F1,,146176_1,LTE_F1,5692,Y,,,0.404
,140719_2,LTE_F1,,140702_2,LTE_F1,264,Y,,,3.816
,140719_1,LTE_F1,,144607_1,LTE_F1,5502,Y,,,3.805
,140719_2,LTE_F1,,140154_3,LTE_F1,956,Y,,,0.641
,140719_3,LTE_F1,,140154_2,LTE_F1,2897,Y,,,5.786
,140719_2,LTE_F1,,140717_3,LTE_F1,3379,Y,,,4.884
,140719_2,LTE_F1,,141036_3,LTE_F1,9286,Y,,,2.418
,140719_3,LTE_F1,,140154_3,LTE_F1,763,Y,,,3.081
,140719_1,LTE_F1,,144577_2,LTE_F1,7029,Y,,,5.125
,140719_2,LTE_F1,,141031_2,LTE_F1,2845,Y,,,3.834
,140719_2,LTE_F1,,143091_2,LTE_F1,9740,Y,,,0.457
,140719_3,LTE_F1,,143842_1,LTE_F1,182,Y,,,4.807
,140719_3,LTE_F1,,140738_1,LTE_F1,5168,Y,,,9.244
,140719_2,LTE_F1,,145285_3,LTE_F1,8490,Y,,,5.244
,140719_1,LTE_F1,,140798_2,LTE_F1,5800,Y,,,3.406
,140719_2,LTE_F1,,140718_1,LTE_F1,902,Y,,,7.262
,140719_3,LTE_F1,,141958_2,LTE_F1,5093,Y,,,6.422
,140719_3,LTE_F1,,140662_3,LTE_F1,2545,Y,,,4.895
,140719_2,LTE_F1,,147608_3,LTE_F1,7670,Y,,,6.177
,140719_1,LTE_F1,,145790_2,LTE_F1,7412,Y,,,7.295
,140719_3,LTE_F1,,141022_3,LTE_F1,5256,Y,,,0.846
,140719_1,LTE_F1,,140145_2,LTE_F1,5026,Y,,,0.892
,140719_1,LTE_F1,,140810_2,LTE_F1,6649,Y,,,8.429
,140719_3,LTE_F1,,140717_3,LTE_F1,6016,Y,,,7.069
,140719_1,LTE_F1,,140689_2,LTE_F1,6038,Y,,,7.27
,140719_3,LTE_F1,,147608_1,LTE_F1,3954,Y,,,1.631
,140719_3,LTE_F1,,140700_1,LTE_F1,2638,Y,,,2.565
,140719_2,LTE_F1,,145285_1,LTE_F1,6548,Y,,,3.18
,140719_2,LTE_F1,,140700_3,LTE_F1,5392,Y,,,4.354
,140719_2,LTE_F1,,140754_3,LTE_F1,6155,Y,,,5.628
,140719_2,LTE_F1,,144092_3,LTE_F1,855,Y,,,9.761
,140719_2,LTE_F1,,142989_3,LTE_F1,545,Y,,,6.955
,140719_3,LTE_F1,,140754_3,LTE_F1,9085,Y,,,8.584
,140719_2,LTE_F1,,140700_2,LTE_F1,3663,Y,,,5.207
,140719_2,LTE_F1,,140754_1,LTE_F1,1786,Y,,,7.439
,140719_1,LTE_F1,,144677_2,LTE_F1,1941,Y,,,8.021
,140719_2,LTE_F1,,140754_2,LTE_F1,5128,Y,,,0.662
,140719_3,LTE_F1,,140754_1,LTE_F1,3741,Y,,,2.336
,140719_3,LTE_F1,,140754_2,LTE_F1,1645,Y,,,3.367
,140719_3,LTE_F1,,147608_3,LTE_F1,1581,Y,,,2.772
,140719_1,LTE_F1,,140686_2,LTE_F1,5328,Y,,,9.948
,140719_3,LTE_F1,,143091_2,LTE_F1,1652,Y,,,8.662
,140719_1,LTE_F1,,143091_2,LTE_F1,7653,Y,,,3.983
,140719_2,LTE_F1,,144092_2,LTE_F1,7136,Y,,,9.058
,140719_2,LTE_F1,,140738_2,LTE_F1,3521,Y,,,0.962
,140719_3,LTE_F1,,145696_3,LTE_F1,3254,Y,,,8.394
,140719_3,LTE_F1,,145696_2,LTE_F1,9213,Y,,,3.104
,140719_1,LTE_F1,,144607_2,LTE_F1,1386,Y,,,7.728
,140719_2,LTE_F1,,140154_2,LTE_F1,6591,Y,,,9.617
,140719_3,LTE_F1,,145696_1,LTE_F1,3998,Y,,,9.574
,140719_2,LTE_F1,,147608_1,LTE_F1,1558,Y,,,4.089
,140719_3,LTE_F1,,144555_3,LTE_F1,5481,Y,,,5.258
,140719_1,LTE_F1,,143510_2,LTE_F1,9687,Y,,,3.231
,140719_1,LTE_F1,,144610_2,LTE_F1,8058,Y,,,5.441
,140719_2,LTE_F1,,144710_1,LTE_F1,6202,Y,,,5.219
,140719_2,LTE_F1,,147608_2,LTE_F1,9295,Y,,,1.589
,140719_1,LTE_F1,,140154_2,LTE_F1,8620,Y,,,7.68
,140719_1,LTE_F1,,149336_2,LTE_F1,452,Y,,,9.83
,140719_2,LTE_F1,,140718_2,LTE_F1,9340,Y,,,3.196
,140719_3,LTE_F1,,146152_2,LTE_F1,7847,Y,,,3.94
,140719_3,LTE_F1,,147608_2,LTE_F1,6029,Y,,,7.428
,140719_2,LTE_F1,,149728_1,LTE_F1,8826,Y,,,5.824
,140719_2,LTE_F1,,149728_2,LTE_F1,8805,Y,,,6.741
,140719_1,LTE_F1,,147608_1,LTE_F1,6320,Y,,,7.678
,140719_3,LTE_F1,,140738_3,LTE_F1,4420,Y,,,9.264
,140720_1,LTE_F1,,140720_3,LTE_F1,4184,Y,,,6.738
,140720_1,LTE_F1,,140720_2,LTE_F1,9067,Y,,,3.503
,140720_1,LTE_F1,,146166_1,LTE_F1,7149,Y,,,1.568
,140720_1,LTE_F1,,140733_3,LTE_F1,2832,Y,,,2.704
,140720_1,LTE_F1,,140725_2,LTE_F1,2808,Y,,,6.957
,140720_1,LTE_F1,,140750_3,LTE_F1,3875,Y,,,8.157
,140720_1,LTE_F1,,149340_1,LTE_F1,2551,Y,,,8.019
,140720_1,LTE_F1,,146179_3,LTE_F1,4244,Y,,,4.588
,140720_3,LTE_F1,,146176_1,LTE_F1,8884,Y,,,6.027
,140720_1,LTE_F1,,140484_2,LTE_F1,442,Y,,,3.85
,140720_3,LTE_F1,,140707_3,LTE_F1,1196,Y,,,5.007
,140720_2,LTE_F1,,140711_1,LTE_F1,1581,Y,,,7.712
,140720_1,LTE_F1,,140733_1,LTE_F1,7936,Y,,,9.987
,140720_1,LTE_F1,,146149_2,LTE_F1,1283,Y,,,4.232
,140720_2,LTE_F1,,142992_3,LTE_F1,2875,Y,,,0.768
,140720_1,LTE_F1,,144466_1,LTE_F1,5225,Y,,,3.604
,140720_1,LTE_F1,,144470_3,LTE_F1,1599,Y,,,8.221
,140720_2,LTE_F1,,146524_2,LTE_F1,8250,Y,,,1.837
,140720_1,LTE_F1,,144605_3,LTE_F1,7521,Y,,,8.09
,140720_3,LTE_F1,,146152_1,LTE_F1,2140,Y,,,9.423
,140720_2,LTE_F1,,140720_3,LTE_F1,7986,Y,,,2.794
,140720_2,LTE_F1,,140720_1,LTE_F1,4180,Y,,,7.759
,140720_3,LTE_F1,,140709_3,LTE_F1,6494,Y,,,4.608
,140720_2,LTE_F1,,140716_1,LTE_F1,5251,Y,,,7.327
,140720_2,LTE_F1,,140716_3,LTE_F1,1228,Y,,,8.154
,140720_3,LTE_F1,,144470_2,LTE_F1,7828,Y,,,1.705
,140720_2,LTE_F1,,144608_1,LTE_F1,1054,Y,,,1.021
,140720_2,LTE_F1,,146179_3,LTE_F1,3589,Y,,,0.435
,140720_1,LTE_F1,,140750_2,LTE_F1,2467,Y,,,5.816
,140720_1,LTE_F1,,140484_1,LTE_F1,3123,Y,,,1.128
,140720_3,LTE_F1,,146179_3,LTE_F1,888,Y,,,7.099
,140720_1,LTE_F1,,140484_3,LTE_F1,258,Y,,,0.426
,140720_1,LTE_F1,,145261_3,LTE_F1,8318,Y,,,3.882
,140720_3,LTE_F1,,140757_2,LTE_F1,704,Y,,,0.358
,140720_2,LTE_F1,,140755_2,LTE_F1,4983,Y,,,9.127
,140720_3,LTE_F1,,140733_3,LTE_F1,7828,Y,,,9.649
,140720_1,LTE_F1,,142992_3,LTE_F1,1768,Y,,,8.917
,140720_3,LTE_F1,,144608_3,LTE_F1,6203,Y,,,4.804
,140720_3,LTE_F1,,140720_2,LTE_F1,9678,Y,,,6.788
,140720_3,LTE_F1,,140720_1,LTE_F1,9322,Y,,,0.704
,140720_1,LTE_F1,,146172_1,LTE_F1,838,Y,,,5.553
,140720_3,LTE_F1,,146166_2,LTE_F1,1964,Y,,,1.399
,140720_3,LTE_F1,,146166_1,LTE_F1,6478,Y,,,3.226
,140720_3,LTE_F1,,140709_1,LTE_F1,4136,Y,,,5.578
,140720_3,LTE_F1,,140716_3,LTE_F1,3466,Y,,,6.837
,140720_2,LTE_F1,,140731_3,LTE_F1,780,Y,,,0.816
,140720_3,LTE_F1,,140714_3,LTE_F1,7202,Y,,,5.778
,140720_1,LTE_F1,,140710_1,LTE_F1,4166,Y,,,9.956
,140720_3,LTE_F1,,140709_2,LTE_F1,1473,Y,,,5.202
,140720_3,LTE_F1,,140725_2,LTE_F1,8617,Y,,,1.497
,140720_1,LTE_F1,,146179_1,LTE_F1,1714,Y,,,2.467
,140720_1,LTE_F1,,140716_3,LTE_F1,7937,Y,,,1.64
,140720_3,LTE_F1,,144466_1,LTE_F1,8642,Y,,,0.962
,140720_1,LTE_F1,,144609_1,LTE_F1,7278,Y,,,4.531
,140720_2,LTE_F1,,147571_2,LTE_F1,2331,Y,,,5.784
,140720_1,LTE_F1,,140715_3,LTE_F1,8929,Y,,,8.42
,140720_3,LTE_F1,,146160_1,LTE_F1,9797,Y,,,8.895
,140720_1,LTE_F1,,140733_2,LTE_F1,6035,Y,,,6.622
,140720_1,LTE_F1,,140715_1,LTE_F1,629,Y,,,2.429
,140720_3,LTE_F1,,140750_2,LTE_F1,1468,Y,,,4.875
,140720_3,LTE_F1,,141450_3,LTE_F1,6925,Y,,,2.159
,140720_3,LTE_F1,,144466_2,LTE_F1,293,Y,,,0.832
,140720_1,LTE_F1,,144605_2,LTE_F1,9708,Y,,,6.821
,140720_3,LTE_F1,,140714_1,LTE_F1,2961,Y,,,7.522
,140720_3,LTE_F1,,141450_2,LTE_F1,4588,Y,,,5.923
,140720_3,LTE_F1,,146179_2,LTE_F1,481,Y,,,0.251
,140720_1,LTE_F1,,146166_2,LTE_F1,5794,Y,,,0.172
,140720_1,LTE_F1,,140716_1,LTE_F1,8541,Y,,,8.529
,140720_1,LTE_F1,,140816_1,LTE_F1,1494,Y,,,2.949
,140720_3,LTE_F1,,146160_3,LTE_F1,3340,Y,,,3.834
,140720_1,LTE_F1,,140722_3,LTE_F1,9763,Y,,,1.366
,140720_2,LTE_F1,,140716_2,LTE_F1,8331,Y,,,7.634
,140720_1,LTE_F1,,146524_1,LTE_F1,7574,Y,,,0.556
,140720_2,LTE_F1,,146523_2,LTE_F1,2902,Y,,,4.576
,140720_3,LTE_F1,,149340_3,LTE_F1,275,Y,,,9.628
,140720_3,LTE_F1,,140654_3,LTE_F1,3731,Y,,,1.148
,140720_1,LTE_F1,,140725_3,LTE_F1,2350,Y,,,3.12
,140720_3,LTE_F1,,140731_3,LTE_F1,4714,Y,,,2.491
,140720_2,LTE_F1,,140711_3,LTE_F1,325,Y,,,8.826
,140720_1,LTE_F1,,146149_1,LTE_F1,6429,Y,,,8.24
,140720_3,LTE_F1,,146166_3,LTE_F1,3986,Y,,,5.611
,140720_2,LTE_F1,,140712_1,LTE_F1,7876,Y,,,1.128
,140720_3,LTE_F1,,147571_1,LTE_F1,4312,Y,,,2.551
,140720_3,LTE_F1,,146160_2,LTE_F1,4645,Y,,,4.229
,140720_1,LTE_F1,,144563_3,LTE_F1,9324,Y,,,5.767
,140720_2,LTE_F1,,140714_2,LTE_F1,3558,Y,,,9.797
,140720_1,LTE_F1,,144605_1,LTE_F1,2874,Y,,,0.47
,140720_3,LTE_F1,,140757_3,LTE_F1,9084,Y,,,0.939
,140720_1,LTE_F1,,146172_2,LTE_F1,5266,Y,,,9.575
,140720_3,LTE_F1,,144605_2,LTE_F1,1386,Y,,,5.836
,140720_1,LTE_F1,,146155_1,LTE_F1,8772,Y,,,4.432
,140720_1,LTE_F1,,140755_1,LTE_F1,363,Y,,,9.027
,140720_3,LTE_F1,,140757_1,LTE_F1,2464,Y,,,0.827
,140720_3,LTE_F1,,140714_2,LTE_F1,2412,Y,,,2.383
,140720_2,LTE_F1,,146179_2,LTE_F1,8088,Y,,,9.9
,140720_1,LTE_F1,,144563_1,LTE_F1,670,Y,,,3.928
,140720_3,LTE_F1,,140947_3,LTE_F1,7107,Y,,,4.612
,140720_3,LTE_F1,,140730_3,LTE_F1,5376,Y,,,1.912
,140720_3,LTE_F1,,144575_3,LTE_F1,3783,Y,,,2.79
,140720_1,LTE_F1,,146524_3,LTE_F1,4849,Y,,,7.75
,140720_2,LTE_F1,,140173_2,LTE_F1,9033,Y,,,7.024
,140720_3,LTE_F1,,144469_1,LTE_F1,6094,Y,,,4.742
,140720_1,LTE_F1,,145283_1,LTE_F1,1018,Y,,,8.55
,140720_1,LTE_F1,,140745_3,LTE_F1,7965,Y,,,9.678
,140720_1,LTE_F1,,140728_3,LTE_F1,402,Y,,,3.512
,140720_3,LTE_F1,,140739_3,LTE_F1,636,Y,,,0.985
,140720_1,LTE_F1,,144228_3,LTE_F1,643,Y,,,0.275
,140720_3,LTE_F1,,140669_3,LTE_F1,6632,Y,,,2.334
,140720_3,LTE_F1,,140173_3,LTE_F1,6755,Y,,,0.392
,140720_2,LTE_F1,,141450_3,LTE_F1,3859,Y,,,2.776
,140720_1,LTE_F1,,144609_2,LTE_F1,5119,Y,,,1.04
,140720_1,LTE_F1,,146168_3,LTE_F1,9213,Y,,,0.396
,140720_3,LTE_F1,,147572_3,LTE_F1,5868,Y,,,0.563
,140720_1,LTE_F1,,144612_3,LTE_F1,9622,Y,,,0.282
,140720_1,LTE_F1,,140649_1,LTE_F1,5086,Y,,,5.083
,140720_1,LTE_F1,,144606_3,LTE_F1,204,Y,,,2.468
,140720_1,LTE_F1,,140764_2,LTE_F1,8732,Y,,,1.551
,140720_1,LTE_F1,,144470_1,LTE_F1,3903,Y,,,6.562
,140720_1,LTE_F1,,145283_2,LTE_F1,8582,Y,,,3.611
,140720_1,LTE_F1,,146166_3,LTE_F1,180,Y,,,4.529
