Site,Sitename,Cell,System,Status,Type,PCI_SC_BCCH_PN,BSIC,LON,LAT,Az,Ant_HBW,Ant_type,MDT,EDT,Ht,Obj_Size,Comment
33139,Armadale -V,13346,3G,On-Air,Non-IBS,339,0,145.027,-37.8575,290,65,742215,0,4,16,150,
3314,Thomastown South -O,15524,3G,On-Air,Non-IBS,199,0,145.008,-37.709,0,65,742215,0,4,20,150,
3314,Thomastown South -O,15525,3G,On-Air,Non-IBS,200,0,145.008,-37.709,140,65,742215,0,4,20,150,
3314,Thomastown South -O,15526,3G,On-Air,Non-IBS,201,0,145.008,-37.709,240,65,742215,0,4,20,150,
33142,Kew East -V,13374,3G,On-Air,Non-IBS,166,0,145.049,-37.8006,90,65,742215,0,4,12,150,
33142,Kew East -V,13375,3G,On-Air,Non-IBS,167,0,145.049,-37.8006,220,65,742215,0,4,12,150,
33142,Kew East -V,13376,3G,On-Air,Non-IBS,168,0,145.049,-37.8006,310,65,742215,0,6,12,150,
33146,Alberfeldie -V,13414,3G,On-Air,Non-IBS,142,0,144.899,-37.757,90,65,742215,0,3,15.5,150,
33146,Alberfeldie -V,13415,3G,On-Air,Non-IBS,143,0,144.899,-37.757,220,65,742215,0,3,15.5,150,
33146,Alberfeldie -V,13416,3G,On-Air,Non-IBS,144,0,144.899,-37.757,340,65,742215,0,3,15.5,150,
33147,Kingville -V,13424,3G,On-Air,Non-IBS,262,0,144.871,-37.8134,10,65,742215,0,4,21.71,150,
33147,Kingville -V,13425,3G,On-Air,Non-IBS,263,0,144.871,-37.8134,150,65,742215,0,4,21.71,150,
33147,Kingville -V,13426,3G,On-Air,Non-IBS,264,0,144.871,-37.8134,280,65,742215,0,6,21.71,150,
33149,Melbourne City West -O,13444,3G,On-Air,Non-IBS,73,0,144.958,-37.8189,110,65,742215,2,9,40,150,
33149,Melbourne City West -O,13445,3G,On-Air,Non-IBS,74,0,144.958,-37.8189,240,65,742215,2,9,40,150,
33149,Melbourne City West -O,13446,3G,On-Air,Non-IBS,75,0,144.958,-37.8189,340,65,742215,2,9,40,150,
3315,Glenroy North -O,15534,3G,On-Air,Non-IBS,79,0,144.935,-37.6954,0,65,742215,0,4,17.3,150,
3315,Glenroy North -O,15535,3G,On-Air,Non-IBS,80,0,144.935,-37.6954,120,65,742215,0,4,17.3,150,
3315,Glenroy North -O,15536,3G,On-Air,Non-IBS,81,0,144.935,-37.6954,250,65,742215,0,4,17.3,150,
33150,South Melbourne -O,13454,3G,On-Air,Non-IBS,121,0,144.973,-37.8385,50,65,742215,0,9,42,150,
33150,South Melbourne -O,13455,3G,On-Air,Non-IBS,122,0,144.973,-37.8385,200,65,742215,0,9,42,150,
33150,South Melbourne -O,13456,3G,On-Air,Non-IBS,123,0,144.973,-37.8385,300,65,742215,0,9,42,150,
33151,Northcote -O,13464,3G,On-Air,Non-IBS,271,0,144.997,-37.7761,0,65,742215,0,4,16.5,150,
33151,Northcote -O,13465,3G,On-Air,Non-IBS,272,0,144.997,-37.7761,120,65,742215,0,4,13.8,150,
33151,Northcote -O,13466,3G,On-Air,Non-IBS,273,0,144.997,-37.7761,220,65,742215,0,4,13.8,150,
33152,Newport -O,13474,3G,On-Air,Non-IBS,1,0,144.872,-37.8425,0,65,742215,0,4,30,150,
33152,Newport -O,13475,3G,On-Air,Non-IBS,2,0,144.872,-37.8425,120,65,742215,0,4,30,150,
33152,Newport -O,13476,3G,On-Air,Non-IBS,3,0,144.872,-37.8425,240,65,742215,0,4,30,150,
33153,Moonee Ponds -O,13484,3G,On-Air,Non-IBS,136,0,144.936,-37.766,0,65,742215,0,4,25,150,
33153,Moonee Ponds -O,13485,3G,On-Air,Non-IBS,137,0,144.936,-37.766,180,65,742215,0,4,25,150,
33153,Moonee Ponds -O,13486,3G,On-Air,Non-IBS,138,0,144.936,-37.766,240,65,742215,0,4,25,150,
33154,Coburg -O,13494,3G,On-Air,Non-IBS,217,0,144.967,-37.7403,50,65,742215,0,4,16.4,150,
33154,Coburg -O,13495,3G,On-Air,Non-IBS,218,0,144.967,-37.7403,140,65,742215,0,4,16.4,150,
33154,Coburg -O,13496,3G,On-Air,Non-IBS,219,0,144.967,-37.7403,270,65,742215,0,4,16.4,150,
33156,Kew -O,13514,3G,On-Air,Non-IBS,232,0,145.058,-37.8122,50,65,742215,0,4,30,150,
33156,Kew -O,13515,3G,On-Air,Non-IBS,233,0,145.058,-37.8122,150,65,742215,0,4,30,150,
33156,Kew -O,13516,3G,On-Air,Non-IBS,234,0,145.058,-37.8122,290,65,742215,0,4,30,150,
33157,Hawthorn East -O,13524,3G,On-Air,Non-IBS,418,0,145.041,-37.8393,0,65,742215,0,4,21.85,150,
33157,Hawthorn East -O,13525,3G,On-Air,Non-IBS,419,0,145.041,-37.8393,120,65,742215,0,4,21.85,150,
33157,Hawthorn East -O,13526,3G,On-Air,Non-IBS,420,0,145.041,-37.8393,240,65,742215,0,4,21.85,150,
33158,Elsternwick -O,13534,3G,On-Air,Non-IBS,274,0,144.999,-37.8865,60,65,742215,0,4,19.15,150,
33158,Elsternwick -O,13535,3G,On-Air,Non-IBS,275,0,144.999,-37.8865,180,65,742215,0,4,19.15,150,
33158,Elsternwick -O,13536,3G,On-Air,Non-IBS,276,0,144.999,-37.8865,320,65,742215,0,4,19.15,150,
33161,Bulleen -O,13564,3G,On-Air,Non-IBS,154,0,145.078,-37.7809,0,65,742215,0,4,29,150,
33161,Bulleen -O,13565,3G,On-Air,Non-IBS,155,0,145.078,-37.7809,120,65,742215,0,2,29,150,
33161,Bulleen -O,13566,3G,On-Air,Non-IBS,156,0,145.078,-37.7809,240,65,742215,0,4,29,150,
33162,Essendon North -O,13574,3G,On-Air,Non-IBS,139,0,144.893,-37.7402,140,65,742215,0,4,14,150,
33162,Essendon North -O,13575,3G,On-Air,Non-IBS,140,0,144.893,-37.7402,230,65,742215,0,4,14,150,
33162,Essendon North -O,13576,3G,On-Air,Non-IBS,141,0,144.893,-37.7402,340,65,742215,0,4,14,150,
33168,Melbourne City Central -O,13634,3G,On-Air,Non-IBS,82,0,144.962,-37.8159,80,65,742215,2,7,40.93,150,
33168,Melbourne City Central -O,13635,3G,On-Air,Non-IBS,83,0,144.962,-37.8159,250,65,742215,2,7,40.93,150,
33168,Melbourne City Central -O,13636,3G,On-Air,Non-IBS,84,0,144.962,-37.8159,340,65,742215,2,7,40.93,150,
33169,Hawthorn -O,13644,3G,On-Air,Non-IBS,379,0,145.027,-37.8226,110,65,742215,0,4,25,150,
33169,Hawthorn -O,13645,3G,On-Air,Non-IBS,380,0,145.027,-37.8226,240,65,742215,0,4,25,150,
33169,Hawthorn -O,13646,3G,On-Air,Non-IBS,381,0,145.027,-37.8226,350,65,742215,0,4,25,150,
33171,Chadstone -O,13664,3G,On-Air,Non-IBS,61,0,145.083,-37.8893,0,65,742215,0,4,25,150,
33171,Chadstone -O,13665,3G,On-Air,Non-IBS,62,0,145.083,-37.8893,120,65,742215,0,4,25,150,
33171,Chadstone -O,13666,3G,On-Air,Non-IBS,63,0,145.083,-37.8893,240,65,742215,0,4,25,150,
33172,Brighton -O,13674,3G,On-Air,Non-IBS,394,0,144.989,-37.9301,0,65,742215,0,4,23.8,150,
33172,Brighton -O,13675,3G,On-Air,Non-IBS,395,0,144.989,-37.9301,90,65,742215,0,4,23.8,150,
33172,Brighton -O,13676,3G,On-Air,Non-IBS,396,0,144.989,-37.9301,160,65,742215,0,4,23.8,150,
33173,Black Rock -O,13684,3G,On-Air,Non-IBS,4,0,145.024,-37.9684,40,65,742215,0,4,39.5,150,
33173,Black Rock -O,13685,3G,On-Air,Non-IBS,5,0,145.024,-37.9684,170,65,742215,0,4,39.5,150,
33173,Black Rock -O,13686,3G,On-Air,Non-IBS,6,0,145.024,-37.9684,300,65,742215,0,4,39.5,150,
33174,Port Melb -O,13694,3G,On-Air,Non-IBS,214,0,144.911,-37.8318,0,65,742215,0,4,27,150,
33174,Port Melb -O,13695,3G,On-Air,Non-IBS,215,0,144.911,-37.8318,105,65,742215,0,4,27,150,
33174,Port Melb -O,13696,3G,On-Air,Non-IBS,216,0,144.911,-37.8318,240,65,742215,0,4,27,150,
33175,Brunswick -O,13704,3G,On-Air,Non-IBS,334,0,144.959,-37.7724,0,65,742215,0,4,30.24,150,
33175,Brunswick -O,13705,3G,On-Air,Non-IBS,335,0,144.959,-37.7724,125,65,742215,0,4,30.24,150,
33175,Brunswick -O,13706,3G,On-Air,Non-IBS,336,0,144.959,-37.7724,240,65,742215,0,4,30.24,150,
33176,Kew North -O,13714,3G,On-Air,Non-IBS,169,0,145.021,-37.7921,0,65,742215,0,4,30,150,
33176,Kew North -O,13715,3G,On-Air,Non-IBS,170,0,145.021,-37.7921,125,65,742215,0,4,30,150,
33176,Kew North -O,13716,3G,On-Air,Non-IBS,171,0,145.021,-37.7921,250,65,742215,0,4,30,150,
33177,Maidstone -O,13724,3G,On-Air,Non-IBS,418,0,144.889,-37.778,0,65,742215,0,4,30,150,
33177,Maidstone -O,13725,3G,On-Air,Non-IBS,419,0,144.889,-37.778,120,65,742215,0,4,30,150,
33177,Maidstone -O,13726,3G,On-Air,Non-IBS,420,0,144.889,-37.778,240,65,742215,0,4,30,150,
33182,Ormond -O,13774,3G,On-Air,Non-IBS,373,0,145.033,-37.9051,50,65,742215,0,4,17,150,
33182,Ormond -O,13775,3G,On-Air,Non-IBS,374,0,145.033,-37.9051,170,65,742215,0,4,17,150,
33182,Ormond -O,13776,3G,On-Air,Non-IBS,375,0,145.033,-37.9051,320,65,742215,0,4,17,150,
33183,Bentleigh East -O,13784,3G,On-Air,Non-IBS,376,0,145.052,-37.9067,0,65,742215,0,4,27.09,150,
33183,Bentleigh East -O,13785,3G,On-Air,Non-IBS,377,0,145.052,-37.9067,120,65,742215,0,4,27.09,150,
33183,Bentleigh East -O,13786,3G,On-Air,Non-IBS,378,0,145.052,-37.9067,240,65,742215,0,4,27.09,150,
33184,Richmond -O,13794,3G,On-Air,Non-IBS,376,0,144.995,-37.8207,10,65,742215,0,6,31,150,
33184,Richmond -O,13795,3G,On-Air,Non-IBS,377,0,144.995,-37.8207,100,65,742215,0,6,31,150,
33184,Richmond -O,13796,3G,On-Air,Non-IBS,378,0,144.995,-37.8207,270,65,742215,0,6,31,150,
33186,Fitzroy -O,13814,3G,On-Air,Non-IBS,7,0,144.977,-37.8003,10,65,742215,0,6,30,150,
33186,Fitzroy -O,13815,3G,On-Air,Non-IBS,8,0,144.977,-37.8003,110,65,742215,0,6,30,150,
33186,Fitzroy -O,13816,3G,On-Air,Non-IBS,9,0,144.977,-37.8003,240,65,742215,0,6,30,150,
33188,Glen Iris -O,13834,3G,On-Air,Non-IBS,316,0,145.053,-37.8627,30,65,742215,0,4,18.9,150,
33188,Glen Iris -O,13835,3G,On-Air,Non-IBS,317,0,145.053,-37.8627,140,65,742215,0,4,18.9,150,
33188,Glen Iris -O,13836,3G,On-Air,Non-IBS,318,0,145.053,-37.8627,290,65,742215,0,4,18.9,150,
33189,Balwyn North -O,13844,3G,On-Air,Non-IBS,349,0,145.104,-37.7896,120,65,742215,0,4,30.5,150,
33189,Balwyn North -O,13845,3G,On-Air,Non-IBS,350,0,145.104,-37.7896,240,65,742215,0,2,30.5,150,
33189,Balwyn North -O,13846,3G,On-Air,Non-IBS,351,0,145.104,-37.7896,340,65,742215,0,4,30.5,150,
33190,Windsor -O,13854,3G,On-Air,Non-IBS,133,0,144.98,-37.8524,160,65,742215,0,4,17.65,150,
33190,Windsor -O,13855,3G,On-Air,Non-IBS,134,0,144.98,-37.8524,270,65,742215,0,5,17.65,150,
33190,Windsor -O,13856,3G,On-Air,Non-IBS,135,0,144.98,-37.8524,320,65,742215,0,4,17.65,150,
33192,Garden City East -O,13874,3G,On-Air,Non-IBS,166,0,144.937,-37.8401,0,65,742215,0,4,15.35,150,
33192,Garden City East -O,13875,3G,On-Air,Non-IBS,167,0,144.937,-37.8401,120,65,742215,0,4,15.35,150,
33192,Garden City East -O,13876,3G,On-Air,Non-IBS,168,0,144.937,-37.8401,240,65,742215,0,4,13.35,150,
33194,Sandringham -O,13894,3G,On-Air,Non-IBS,415,0,145.004,-37.9536,10,65,742215,0,4,14.3,150,
33194,Sandringham -O,13895,3G,On-Air,Non-IBS,416,0,145.004,-37.9536,90,65,742215,0,4,14.3,150,
33194,Sandringham -O,13896,3G,On-Air,Non-IBS,417,0,145.004,-37.9536,180,65,742215,0,4,14.3,150,
33196,Newport South -O,13924,3G,On-Air,Non-IBS,58,0,144.876,-37.8513,60,65,742215,0,4,21,150,
33196,Newport South -O,13925,3G,On-Air,Non-IBS,59,0,144.876,-37.8513,180,65,742215,0,4,21,150,
33196,Newport South -O,13926,3G,On-Air,Non-IBS,60,0,144.876,-37.8513,300,65,742215,0,4,21,150,
33197,Surrey Hills -O,13934,3G,On-Air,Non-IBS,22,0,145.096,-37.8273,10,65,742215,0,4,25,150,
33197,Surrey Hills -O,13935,3G,On-Air,Non-IBS,23,0,145.096,-37.8273,140,65,742215,0,4,25,150,
33197,Surrey Hills -O,13936,3G,On-Air,Non-IBS,24,0,145.096,-37.8273,260,65,742215,0,4,25,150,
33198,Royal Park -O,13944,3G,On-Air,Non-IBS,31,0,144.948,-37.7973,0,65,742215,0,7,38,150,
33198,Royal Park -O,13945,3G,On-Air,Non-IBS,32,0,144.948,-37.7973,120,65,742215,0,7,38,150,
33198,Royal Park -O,13946,3G,On-Air,Non-IBS,33,0,144.948,-37.7973,240,65,742215,0,7,38,150,
33200,Richmond South -O,13964,3G,On-Air,Non-IBS,409,0,144.994,-37.8341,0,65,742215,0,4,30,150,
33200,Richmond South -O,13965,3G,On-Air,Non-IBS,410,0,144.994,-37.8341,120,65,742215,0,4,30,150,
33200,Richmond South -O,13966,3G,On-Air,Non-IBS,411,0,144.994,-37.8341,240,65,742215,0,4,30,150,
33201,Armadale West -O,13974,3G,On-Air,Non-IBS,328,0,145.013,-37.8642,100,65,742215,0,1,13.5,150,
33201,Armadale West -O,13975,3G,On-Air,Non-IBS,329,0,145.013,-37.8642,240,65,742215,0,1,13.5,150,
33201,Armadale West -O,13976,3G,On-Air,Non-IBS,330,0,145.013,-37.8642,330,65,742215,0,1,13.5,150,
33204,Hawke St -O,14004,3G,On-Air,Non-IBS,25,0,144.946,-37.8083,0,65,742215,0,4,17,150,
33204,Hawke St -O,14005,3G,On-Air,Non-IBS,26,0,144.946,-37.8083,120,65,742215,0,4,17,150,
33204,Hawke St -O,14006,3G,On-Air,Non-IBS,27,0,144.946,-37.8083,240,65,742215,0,4,17,150,
33205,Prahran -O,14034,3G,On-Air,Non-IBS,139,0,144.992,-37.8485,10,65,742215,0,6,25,150,
33205,Prahran -O,14035,3G,On-Air,Non-IBS,140,0,144.992,-37.8485,140,65,742215,0,6,25,150,
33205,Prahran -O,14036,3G,On-Air,Non-IBS,141,0,144.992,-37.8485,270,65,742215,0,6,25,150,
33206,Olympic Park -O,14044,3G,On-Air,Non-IBS,406,0,144.981,-37.8267,0,65,742215,0,4,30,150,
33206,Olympic Park -O,14045,3G,On-Air,Non-IBS,407,0,144.981,-37.8267,120,65,742215,0,4,30,150,
33206,Olympic Park -O,14046,3G,On-Air,Non-IBS,408,0,144.981,-37.8267,240,65,742215,0,4,30,150,
33207,Victoria Barracks -O,14054,3G,On-Air,Non-IBS,181,0,144.97,-37.8303,0,65,742215,0,6,30,150,
33207,Victoria Barracks -O,14055,3G,On-Air,Non-IBS,182,0,144.97,-37.8303,130,65,742215,0,6,30,150,
33207,Victoria Barracks -O,14056,3G,On-Air,Non-IBS,183,0,144.97,-37.8303,240,65,742215,0,6,30,150,
33208,Richmond North -O,14084,3G,On-Air,Non-IBS,364,0,144.993,-37.8129,0,65,742215,0,4,26.14,150,
33208,Richmond North -O,14085,3G,On-Air,Non-IBS,365,0,144.993,-37.8129,120,65,742215,0,4,26.14,150,
33208,Richmond North -O,14086,3G,On-Air,Non-IBS,366,0,144.993,-37.8129,240,65,742215,0,4,26.14,150,
33209,Thornbury -O,14104,3G,On-Air,Non-IBS,277,0,145.001,-37.7509,0,65,742215,0,4,30.5,150,
33209,Thornbury -O,14105,3G,On-Air,Non-IBS,278,0,145.001,-37.7509,120,65,742215,0,4,30.5,150,
33209,Thornbury -O,14106,3G,On-Air,Non-IBS,279,0,145.001,-37.7509,240,65,742215,0,4,30.5,150,
33210,Albert Park -O,14214,3G,On-Air,Non-IBS,163,0,144.946,-37.8457,30,65,742215,0,4,20,150,
33210,Albert Park -O,14215,3G,On-Air,Non-IBS,164,0,144.946,-37.8457,100,65,742215,0,4,20,150,
33210,Albert Park -O,14216,3G,On-Air,Non-IBS,165,0,144.946,-37.8457,320,65,742215,0,4,20,150,
33211,Fawkner Park -O,14294,3G,On-Air,Non-IBS,127,0,144.976,-37.8419,100,65,742215,0,4,28,150,
33211,Fawkner Park -O,14295,3G,On-Air,Non-IBS,128,0,144.976,-37.8419,165,65,742215,0,4,28,150,
33211,Fawkner Park -O,14296,3G,On-Air,Non-IBS,129,0,144.976,-37.8419,340,65,742215,0,5,28,150,
33212,Fishermans Bend -O,14304,3G,On-Air,Non-IBS,199,0,144.937,-37.8263,0,65,742215,0,4,25,150,
33212,Fishermans Bend -O,14305,3G,On-Air,Non-IBS,200,0,144.937,-37.8263,120,65,742215,0,4,25,150,
33212,Fishermans Bend -O,14306,3G,On-Air,Non-IBS,201,0,144.937,-37.8263,240,65,742215,0,4,25,150,
33213,Moorabbin South -O,14334,3G,On-Air,Non-IBS,418,0,145.046,-37.9487,0,65,742215,0,4,24,150,
33213,Moorabbin South -O,14335,3G,On-Air,Non-IBS,419,0,145.046,-37.9487,120,65,742215,0,4,24,150,
33213,Moorabbin South -O,14336,3G,On-Air,Non-IBS,420,0,145.046,-37.9487,240,65,742215,0,4,24,150,
33214,Centra -O,14344,3G,On-Air,Non-IBS,358,0,144.953,-37.823,100,65,742215,0,5,26,150,
33214,Centra -O,14345,3G,On-Air,Non-IBS,359,0,144.953,-37.823,240,65,742215,0,4,24.5,150,
33214,Centra -O,14346,3G,On-Air,Non-IBS,360,0,144.953,-37.823,355,65,742215,0,4,21,150,
33215,Flemington -O,14354,3G,On-Air,Non-IBS,325,0,144.919,-37.7922,120,65,742215,0,4,24,150,
33215,Flemington -O,14355,3G,On-Air,Non-IBS,326,0,144.919,-37.7922,240,65,742215,0,4,24,150,
33215,Flemington -O,14356,3G,On-Air,Non-IBS,327,0,144.919,-37.7922,340,65,742215,0,4,24,150,
33217,North Brighton -O,14374,3G,On-Air,Non-IBS,286,0,145.005,-37.9073,60,65,742215,0,4,14.3,150,
33217,North Brighton -O,14375,3G,On-Air,Non-IBS,287,0,145.005,-37.9073,190,65,742215,0,4,14.3,150,
33217,North Brighton -O,14376,3G,On-Air,Non-IBS,288,0,145.005,-37.9073,320,65,742215,0,4,14.3,150,
33218,Essendon -O,14384,3G,On-Air,Non-IBS,127,0,144.908,-37.7537,40,65,742265,0,4,20,150,
33218,Essendon -O,14385,3G,On-Air,Non-IBS,128,0,144.908,-37.7537,130,65,742265,0,4,20,150,
33218,Essendon -O,14386,3G,On-Air,Non-IBS,129,0,144.908,-37.7537,220,65,742265,0,4,20,150,
33220,Parkville -O,14414,3G,On-Air,Non-IBS,343,0,144.945,-37.7852,0,65,742215,0,4,34.79,150,
33220,Parkville -O,14415,3G,On-Air,Non-IBS,344,0,144.945,-37.7852,120,65,742215,0,4,34.79,150,
33220,Parkville -O,14416,3G,On-Air,Non-IBS,345,0,144.945,-37.7852,240,65,742215,0,4,34.79,150,
33223,Balwyn -O,14444,3G,On-Air,Non-IBS,229,0,145.083,-37.8048,50,65,742215,0,4,22.2,150,
33223,Balwyn -O,14445,3G,On-Air,Non-IBS,230,0,145.083,-37.8048,150,65,742215,0,4,22.2,150,
33223,Balwyn -O,14446,3G,On-Air,Non-IBS,231,0,145.083,-37.8048,290,65,742215,0,4,22.2,150,
33225,Williamstown Foreshore -O,14464,3G,On-Air,Non-IBS,169,0,144.892,-37.8685,30,65,742215,0,0,12,150,
33225,Williamstown Foreshore -O,14465,3G,On-Air,Non-IBS,170,0,144.892,-37.8685,90,65,742215,0,4,12,150,
33225,Williamstown Foreshore -O,14466,3G,On-Air,Non-IBS,171,0,144.892,-37.8685,330,65,742215,0,4,12,150,
33228,Victoria Market -O,14494,3G,On-Air,Non-IBS,37,0,144.958,-37.809,0,65,742215,0,7,30,150,
33228,Victoria Market -O,14495,3G,On-Air,Non-IBS,38,0,144.958,-37.809,135,65,742215,0,7,30,150,
33228,Victoria Market -O,14496,3G,On-Air,Non-IBS,39,0,144.958,-37.809,260,65,742215,0,7,30,150,
33229,St Kilda East -O,14504,3G,On-Air,Non-IBS,145,0,144.991,-37.8587,60,65,742215,0,4,17,150,
33229,St Kilda East -O,14505,3G,On-Air,Non-IBS,146,0,144.991,-37.8587,180,65,742215,0,4,17,150,
33229,St Kilda East -O,14506,3G,On-Air,Non-IBS,147,0,144.991,-37.8587,300,65,742215,0,4,17,150,
33233,Victoria Dock -O,14544,3G,On-Air,Non-IBS,352,0,144.929,-37.8094,0,65,742215,0,4,20,150,
33233,Victoria Dock -O,14545,3G,On-Air,Non-IBS,353,0,144.929,-37.8094,120,65,742215,0,4,20,150,
33233,Victoria Dock -O,14546,3G,On-Air,Non-IBS,354,0,144.929,-37.8094,255,65,742215,0,4,20,150,
33234,Collingwood -O,14554,3G,On-Air,Non-IBS,244,0,144.985,-37.8058,50,65,742215,0,4,21.9,150,
33234,Collingwood -O,14555,3G,On-Air,Non-IBS,245,0,144.985,-37.8058,150,65,742215,0,4,21.9,150,
33234,Collingwood -O,14556,3G,On-Air,Non-IBS,246,0,144.985,-37.8058,270,65,742215,0,4,21.9,150,
33236,Kensington -O,14574,3G,On-Air,Non-IBS,349,0,144.934,-37.7997,0,65,742215,0,4,25,150,
33236,Kensington -O,14575,3G,On-Air,Non-IBS,350,0,144.934,-37.7997,120,65,742215,0,4,25,150,
33236,Kensington -O,14576,3G,On-Air,Non-IBS,351,0,144.934,-37.7997,255,65,742215,0,4,25,150,
33237,Glen Iris North -O,14584,3G,On-Air,Non-IBS,223,0,145.061,-37.848,30,65,742215,0,4,15.7,150,
33237,Glen Iris North -O,14585,3G,On-Air,Non-IBS,224,0,145.061,-37.848,150,65,742215,0,4,15.7,150,
33237,Glen Iris North -O,14586,3G,On-Air,Non-IBS,225,0,145.061,-37.848,260,65,742215,0,4,15.7,150,
33238,CaulfieldNorth -O,14594,3G,On-Air,Non-IBS,346,0,145.023,-37.8739,110,65,742215,0,3,13,150,
33238,CaulfieldNorth -O,14595,3G,On-Air,Non-IBS,347,0,145.023,-37.8739,240,65,742215,0,3,13,150,
33238,CaulfieldNorth -O,14596,3G,On-Air,Non-IBS,348,0,145.023,-37.8739,330,65,742215,0,3,13.87,150,
33239,Middle Park -O,14614,3G,On-Air,Non-IBS,157,0,144.966,-37.8579,20,65,742215,0,4,28,150,
33239,Middle Park -O,14615,3G,On-Air,Non-IBS,158,0,144.966,-37.8579,130,65,742215,0,4,28,150,
33239,Middle Park -O,14616,3G,On-Air,Non-IBS,159,0,144.966,-37.8579,320,65,742215,0,4,28,150,
33240,Clifton Hill -O,14624,3G,On-Air,Non-IBS,1,0,144.994,-37.7876,90,65,742215,0,4,17,150,
33240,Clifton Hill -O,14625,3G,On-Air,Non-IBS,2,0,144.994,-37.7876,180,65,742215,0,4,17,150,
33240,Clifton Hill -O,14626,3G,On-Air,Non-IBS,3,0,144.994,-37.7876,280,65,742215,0,4,17,150,
33241,Melbourne Hyatt -O,14634,3G,On-Air,Non-IBS,112,0,144.97,-37.8158,40,65,742215,0,6,27.4,150,
33241,Melbourne Hyatt -O,14635,3G,On-Air,Non-IBS,113,0,144.97,-37.8158,110,65,742215,0,6,27.4,150,
33241,Melbourne Hyatt -O,14636,3G,On-Air,Non-IBS,114,0,144.97,-37.8158,250,65,742215,0,8,27.4,150,
33242,Albert Park Lake -O,14644,3G,On-Air,Non-IBS,160,0,144.961,-37.8469,0,65,742215,0,4,17.5,150,
33242,Albert Park Lake -O,14645,3G,On-Air,Non-IBS,161,0,144.961,-37.8469,120,65,742215,0,4,17.5,150,
33242,Albert Park Lake -O,14646,3G,On-Air,Non-IBS,162,0,144.961,-37.8469,240,65,742215,0,4,17.5,150,
33243,Central Pier -O,14654,3G,On-Air,Non-IBS,22,0,144.949,-37.8137,0,65,742215,0,4,19,150,
33243,Central Pier -O,14655,3G,On-Air,Non-IBS,23,0,144.949,-37.8137,120,65,742215,0,4,19,150,
33243,Central Pier -O,14656,3G,On-Air,Non-IBS,24,0,144.949,-37.8137,240,65,742215,0,4,19,150,
33244,Punt Road South Yarra -O,14664,3G,On-Air,Non-IBS,124,0,144.985,-37.8391,20,65,742215,0,4,19,150,
33244,Punt Road South Yarra -O,14665,3G,On-Air,Non-IBS,125,0,144.985,-37.8391,120,65,742215,0,4,16,150,
33244,Punt Road South Yarra -O,14666,3G,On-Air,Non-IBS,126,0,144.985,-37.8391,230,65,742215,0,4,16,150,
33245,Gladstone Park -O,14674,3G,On-Air,Non-IBS,121,0,144.886,-37.7027,20,65,742215,0,4,22.18,150,
33245,Gladstone Park -O,14675,3G,On-Air,Non-IBS,122,0,144.886,-37.7027,120,65,742215,0,4,22.18,150,
33245,Gladstone Park -O,14676,3G,On-Air,Non-IBS,123,0,144.886,-37.7027,240,65,742215,0,4,19.4,150,
33246,Camberwell North -O,14684,3G,On-Air,Non-IBS,394,0,145.056,-37.826,0,65,742215,0,4,23.7,150,
33246,Camberwell North -O,14685,3G,On-Air,Non-IBS,395,0,145.056,-37.826,110,65,742215,0,4,26.05,150,
33246,Camberwell North -O,14686,3G,On-Air,Non-IBS,396,0,145.056,-37.826,240,65,742215,0,4,26.05,150,
33249,Auburn -O,14734,3G,On-Air,Non-IBS,397,0,145.048,-37.8271,120,65,742213,0,2,14,150,
33249,Auburn -O,14735,3G,On-Air,Non-IBS,398,0,145.048,-37.8271,260,65,742213,0,2,14,150,
33249,Auburn -O,14736,3G,On-Air,Non-IBS,399,0,145.048,-37.8271,350,65,742213,0,2,14,150,
33251,Hawksburn -O,14774,3G,On-Air,Non-IBS,304,0,145.001,-37.849,20,65,742215,0,4,12,150,
33251,Hawksburn -O,14775,3G,On-Air,Non-IBS,305,0,145.001,-37.849,120,65,742215,0,4,12,150,
33251,Hawksburn -O,14776,3G,On-Air,Non-IBS,306,0,145.001,-37.849,240,65,742215,0,4,12,150,
33252,Murrumbeena -O,14794,3G,On-Air,Non-IBS,364,0,145.066,-37.8925,0,65,742215,0,4,16.9,150,
33252,Murrumbeena -O,14795,3G,On-Air,Non-IBS,365,0,145.066,-37.8925,120,65,742215,0,4,16.9,150,
33252,Murrumbeena -O,14796,3G,On-Air,Non-IBS,366,0,145.066,-37.8925,240,65,742215,0,4,16.9,150,
33253,Hartwell -O,14804,3G,On-Air,Non-IBS,205,0,145.078,-37.8498,10,65,742215,0,2,13.25,150,
33253,Hartwell -O,14805,3G,On-Air,Non-IBS,206,0,145.078,-37.8498,110,65,742215,0,2,13.25,150,
33253,Hartwell -O,14806,3G,On-Air,Non-IBS,207,0,145.078,-37.8498,260,65,742215,0,2,13,150,
33255,Ascot Vale Station -O,14834,3G,On-Air,Non-IBS,331,0,144.929,-37.7794,110,65,742215,0,4,15,150,
33255,Ascot Vale Station -O,14835,3G,On-Air,Non-IBS,332,0,144.929,-37.7794,230,65,742215,0,4,15,150,
33255,Ascot Vale Station -O,14836,3G,On-Air,Non-IBS,333,0,144.929,-37.7794,350,65,742215,0,4,15,150,
33256,Port Melbourne South -O,14844,3G,On-Air,Non-IBS,202,0,144.934,-37.8335,120,65,742215,0,4,20.7,150,
